player_id,player_name,cluster
2935.0,Nordi Mukiele Mulere,0.0
2937.0,Christ-Emmanuel Faitout Maouassa,4.0
2946.0,Frédéric Guilbert,4.0
2950.0,Jonas Martin,4.0
2973.0,Christophe Hérelle,4.0
2974.0,Saîf-Eddine Khaoui,4.0
2989.0,Alexander Djiku,4.0
2990.0,Benjamin André,0.0
2995.0,Ángel Fabián Di María Hernández,4.0
2997.0,Ibrahima Niane,4.0
2999.0,Presnel Kimpembe,0.0
3007.0,Nanitamo Jonathan Ikoné,4.0
3009.0,Kylian Mbappé Lottin,0.0
3013.0,Nicolas Pépé,4.0
3053.0,Leroy Sané,0.0
3070.0,Florent Mollet,4.0
3071.0,Pierrick Capelle,4.0
3091.0,Moussa Sissoko,4.0
3105.0,Gauthier Hein,4.0
3117.0,Lucas Tousart,4.0
3130.0,Gaël Kakuta,4.0
3143.0,Andrei Girotto,0.0
3166.0,Marco Verratti,4.0
3185.0,Thomas Mangani,4.0
3186.0,Julian Draxler,0.0
3190.0,Gaëtan Laborde,4.0
3195.0,Mehdi Zeffane,4.0
3196.0,Wahbi Khazri,4.0
3199.0,Pierre Lees Melou,4.0
3210.0,Valère Germain,4.0
3216.0,Nuno Miguel da Costa Jóia,4.0
3218.0,Marcos Paulo Mesquita Lopes,4.0
3224.0,Arnaud Souquet,4.0
3230.0,Alassane Pléa,0.0
3235.0,Ludovic Blas,4.0
3256.0,Nicolas Pallois,4.0
3257.0,Steve Michel Mounié,4.0
3324.0,Eric Bertrand Bailly,4.0
3363.0,Marcus Coco,4.0
3365.0,Valentin Rongier,4.0
3375.0,Adrien Thomasson,4.0
3377.0,Timothy Weah,4.0
3385.0,Alexis Alejandro Sánchez Sánchez,4.0
3389.0,Eliaquim Mangala,4.0
3414.0,Vincent Pajot,4.0
3420.0,Rémy Cabella,4.0
3426.0,Benjamin Bourigeaud,4.0
3429.0,Adrien Hunou,4.0
3436.0,Idrissa Gana Gueye,4.0
3451.0,Alexandre Lacazette,4.0
3491.0,Dimitri Payet,4.0
3493.0,Emre Can,4.0
3500.0,Granit Xhaka,4.0
3517.0,Aaron Ramsey,4.0
3533.0,Xherdan Shaqiri,4.0
3548.0,Angelo Fulgini,0.0
3550.0,Flavien Tait,4.0
3551.0,Karl Brillant Toko Ekambi,4.0
3567.0,Georginio Wijnaldum,4.0
3593.0,Renato Júnior Luz Sanches,0.0
3606.0,Ander Herrera Agüera,4.0
3676.0,Jérôme Roussillon,4.0
3680.0,Thiago Henrique Mendes Ribeiro,4.0
3763.0,Ruben Aguilar,0.0
3767.0,Ellyes Joris Skhiri,4.0
3770.0,Thomas Monconduit,4.0
3951.0,Mario Lemina,4.0
4036.0,Bradden Inman,4.0
4106.0,Ike Ugbo,4.0
4121.0,Stephy Alvaro Mavididi,0.0
4256.0,Jonathan Bamba,4.0
4260.0,Romain Hamouma,5.0
4275.0,Ross Barkley,4.0
4320.0,Neymar da Silva Santos Junior,4.0
4372.0,Marcos Aoás Corrêa,0.0
4378.0,Rominigue Kouamé N''Guessan,4.0
4381.0,Anwar El Ghazi,1.0
4403.0,Kalifa Coulibaly,4.0
4407.0,Sanjin Prcić,4.0
4412.0,Samuel Moutoussamy,4.0
4420.0,Martin Terrier,4.0
4433.0,Boubacar Kamara,4.0
4435.0,Amine Gouiri,0.0
4439.0,Abdoulaye Bamba,4.0
4476.0,Nicolas Louis Marcel Cozza,4.0
4777.0,Farid Boulaya,4.0
4840.0,Massadio Haïdara,1.0
4894.0,Zaydou Youssouf,0.0
4898.0,Ignatius Kpene Ganago,4.0
4903.0,Yacine Adli,4.0
5177.0,Aleksandr Golovin,0.0
5201.0,Sergio Ramos García,0.0
5243.0,Amine Harit,4.0
5245.0,Achraf Hakimi Mouh,4.0
5460.0,Andrej Kramarić,4.0
5480.0,Corentin Tolisso,4.0
5503.0,Lionel Andrés Messi Cuccittini,0.0
5536.0,Yussuf Yurary Poulsen,1.0
5555.0,Julian Brandt,4.0
5557.0,Timo Werner,4.0
5559.0,Marco Reus,4.0
5562.0,Thomas Müller,4.0
5572.0,Mats Hummels,0.0
5578.0,Jérôme Boateng,4.0
5579.0,Joshua Kimmich,4.0
5597.0,Keylor Navas Gamboa,0.0
5602.0,Cristian Gamboa Luna,4.0
5623.0,Jae-Sung Lee,4.0
5655.0,Dylan Daniel Mahmoud Bronn,4.0
5661.0,M''Baye Babacar Niang,4.0
5665.0,Arkadiusz Milik,4.0
5723.0,Gelson Dany Batalha Martins,4.0
6302.0,Kasper Dolberg,4.0
6307.0,Duje Ćaleta-Car,4.0
6324.0,Leon Goretzka,4.0
6401.0,Kevin Gameiro,0.0
6583.0,Carlos Soler Barragán,4.0
6655.0,Fabián Ruiz Peña,4.0
6661.0,Ryad Boudebouz,4.0
6716.0,Sébastien Corchia,4.0
6720.0,Pablo Sarabia García,4.0
6723.0,Wissam Ben Yedder,0.0
6874.0,Ermedin Demirović,4.0
6971.0,Cengiz Ünder,4.0
6981.0,Gerson Santos da Silva,4.0
6982.0,Maxime Gonalons,4.0
6985.0,Robin Gosens,0.0
6987.0,Mauro Emanuel Icardi Rivero,0.0
7036.0,Gianluigi Donnarumma,1.0
7044.0,Patrik Schick,4.0
7083.0,Anthony Jung,4.0
7153.0,Jordan Veretout,4.0
7173.0,Leonardo Bonucci,4.0
7190.0,Denis Bouanga,4.0
7191.0,Mathias Pereira Lage,0.0
7198.0,Franck Honorat,4.0
7199.0,Vincent Le Goff,0.0
7206.0,Fabien Centonze,4.0
7208.0,Ludovic Ajorque,4.0
7219.0,Florian Tardieu,4.0
7241.0,Arnaud Nordin,4.0
7252.0,Jonathan Clauss,4.0
7260.0,Laurent Abergel,4.0
7273.0,Jean-Kevin Duverne,4.0
7277.0,Cyrille Bayala,4.0
7292.0,Mathieu Coutadeur,4.0
7317.0,Rayan Ny Aina Arnaldo Raveloson,0.0
7322.0,Romain Del Castillo,4.0
7324.0,Jonathan Gradit,4.0
7325.0,Haris Belkebla,4.0
7342.0,Hamza Sakhi,4.0
7345.0,Mattéo Guendouzi Olié,4.0
7350.0,Birama Touré,0.0
7360.0,Julian Jeanvier,4.0
7364.0,Xavier Chavalerin,4.0
7366.0,Youssouf Koné,4.0
7367.0,Grejohn Kyei,4.0
7374.0,Rémi Oudin,4.0
7375.0,Theoson Jordan Siebatcheu,4.0
7386.0,Harold Moukoudi,5.0
7410.0,Jason Berthomier,4.0
7422.0,Ibrahima Sissoko,4.0
7426.0,Jean-Charles Castelletto,0.0
7434.0,Mathias Autret,4.0
7440.0,Vincent Marchetti,4.0
7452.0,Téji Savanier,4.0
7525.0,Gaëtan Perrin,5.0
7536.0,Didier Lamkel Zé,4.0
7570.0,Julien Laporte,4.0
7608.0,Nelson Sissoko,4.0
7626.0,Johan Gastien,4.0
7635.0,Gaëtan Charbonnier,0.0
7715.0,Bevic Moussiti-Oko,4.0
7791.0,Seko Fofana,4.0
7796.0,Silvan Widmer,4.0
7811.0,Mickaël Barreto,0.0
7829.0,Wout Weghorst,4.0
7979.0,Przemysław Frankowski,4.0
8038.0,Igor Angulo Albóniga,4.0
8056.0,Fredrik Jensen,4.0
8063.0,Justin Kluivert,4.0
8105.0,Pol Mikel Lirola Kosok,4.0
8150.0,Francisco Javier Hernández González,4.0
8178.0,Jean-Claude Billong,4.0
8202.0,Ariel Borysiuk,0.0
8207.0,Dominik Kohr,4.0
8211.0,Benjamin Henrichs,4.0
8215.0,Kevin Volland,0.0
8221.0,Jonathan Tah,4.0
8226.0,Dan-Axel Zagadou,0.0
8227.0,Mario Götze,4.0
8231.0,Yannick Gerhardt,4.0
8235.0,Maximilian Arnold,0.0
8241.0,Felix Passlack,0.0
8245.0,Felix Uduokhai,4.0
8343.0,Stijn Spierings,4.0
8375.0,Sheraldo Becker,4.0
8397.0,Kevin Vogt,0.0
8400.0,Serge Gnabry,4.0
8401.0,Maximilian Eggestein,4.0
8403.0,Nadiem Amiri,4.0
8406.0,Florian Kainz,4.0
8454.0,Mohamed Bayo,4.0
8506.0,Konrad Laimer,4.0
8509.0,Willi Orban,4.0
8511.0,Thilo Kehrer,4.0
8518.0,Marcel Sabitzer,0.0
8519.0,Dayotchanculle Upamecano,4.0
8538.0,Waldemar Anton,4.0
8546.0,Niclas Füllkrug,4.0
8553.0,Abdou Diallo,4.0
8584.0,Jonathas Cristian de Jesus,0.0
8606.0,Emir Karic,4.0
8623.0,Dejan Ljubicic,4.0
8624.0,Marco Sahanek,4.0
8676.0,Danny Vieira da Costa,4.0
8769.0,Xaver Schlager,4.0
8784.0,Romano Schmid,4.0
8804.0,Jonas Hofmann,4.0
8808.0,Matthias Ginter,4.0
8826.0,Leonardo Bittencourt,4.0
8924.0,Maximilian Wittek,5.0
8931.0,Philipp Lienhart,4.0
8938.0,Janik Haberer,0.0
8949.0,Takuma Asano,4.0
8960.0,Bernardo Fernandes da Silva Junior,0.0
9088.0,Danilo Teodoro Soares,2.0
9089.0,Anthony Losilla,4.0
9102.0,Serhou Guirassy,0.0
9110.0,Benedikt Gimber,4.0
9125.0,Sargis Adamyan,4.0
9159.0,Grischa Prömel,4.0
9164.0,Christopher Trimmel,0.0
9174.0,Marvin Friedrich,0.0
9195.0,Robert Andrich,0.0
9198.0,Niklas Dorsch,0.0
9201.0,Nikola Dovedan,4.0
9203.0,Norman Theuerkauf,4.0
9209.0,Tim Skarke,0.0
9221.0,Phillip Tietz,4.0
9222.0,Fabian Holland,4.0
9225.0,Marvin Mehlem,4.0
9230.0,Christopher Antwi-Adjej,4.0
9361.0,Houboulang Mendes,4.0
9402.0,Rani Khedira,4.0
9410.0,Marius Wolf,4.0
9860.0,Florian Sotoca,4.0
9981.0,Peter Hartley,4.0
9989.0,Carl Gerard McHugh,4.0
10012.0,Josha Mamadou Karaboue Vagnoman,4.0
10040.0,Youcef Atal,4.0
10336.0,Alejandro Grimaldo García,4.0
10450.0,Colin Dagba,4.0
10463.0,Sofiane Diop,0.0
10475.0,Mahdi Camara,4.0
10476.0,Timothée Kolodziejczak,4.0
10480.0,Anthony Caci,0.0
10688.0,Armand Lauriente,4.0
10955.0,Harry Kane,4.0
10956.0,Eric Dier,4.0
11086.0,Burak Yılmaz,4.0
11175.0,Diogo Filipe Monteiro Pinto Leite,0.0
11278.0,Karim Onisiwo,4.0
11279.0,Davie Selke,4.0
11282.0,Vincenzo Grifo,4.0
11382.0,Tim Kleindienst,4.0
11391.0,Borja Iglesias Quintas,0.0
11396.0,Florian Grillitsch,4.0
11399.0,Robin Hack,4.0
11532.0,Jean-Clair Todibo,5.0
11814.0,Christoph Zimmermann,4.0
11820.0,Kevin Danso,4.0
11990.0,Youssouf Fofana,4.0
12034.0,David Raum,0.0
12064.0,Mama Samba Baldé,4.0
12110.0,Farid El Melali,5.0
12299.0,Marvin Ducksch,4.0
12303.0,Kevin Stöger,0.0
12318.0,Linton Maina,4.0
12323.0,Florian Neuhaus,4.0
12365.0,Alphonso Davies,4.0
12387.0,Julian Ryerson,4.0
12407.0,Maximilian Mittelstädt,4.0
12411.0,Arne Maier,4.0
12418.0,Lucas Höler,4.0
12423.0,Jadon Sancho,0.0
12557.0,Falaye Sacko,4.0
12588.0,Alberth Josué Elis Martínez,4.0
12629.0,Gerrit Holtmann,4.0
12630.0,Ridle Bote Baku,4.0
13292.0,Kevin Akpoguma,4.0
13294.0,Robin Koch,0.0
13315.0,Philipp Mwene,4.0
13322.0,Greg Stewart,4.0
13607.0,Airam López Cabrera,5.0
13621.0,Danilo Luís Hélio Pereira,4.0
13851.0,Cheick Oumar Doucoure,0.0
15458.0,Sepp van den Berg,0.0
15546.0,Matúš Bero,4.0
15651.0,Juan Bernat Velasco,4.0
15782.0,Thomas Foket,0.0
15797.0,Matthias Bader,4.0
15805.0,Hernán Daniel Santana Trujillo,0.0
15854.0,Marco Friedl,4.0
15869.0,Thomas Poppler Isherwood,4.0
15879.0,Mattias Svanberg,4.0
15890.0,Noussair Mazraoui,0.0
16027.0,Kevin Mbabu,4.0
16275.0,Ikoma Loïs Openda,4.0
16294.0,Robert Skov,4.0
16308.0,Leandro Daniel Paredes,4.0
16462.0,Hatem Ben Arfa,4.0
16532.0,Daniel Olmo Carvajal,4.0
16554.0,Joakim Mæhle,4.0
16557.0,Ruslan Malinovskiy,4.0
17326.0,Banana Yaya,4.0
18119.0,Elvis Rexhbeçaj,4.0
18163.0,Moses Daddy-Ajala Simon,4.0
18239.0,Fábio Pereira da Silva,4.0
18343.0,Riad Nouri,5.0
18952.0,Bonke Innocent,4.0
19316.0,Roland Sallai,4.0
19718.0,Jean-Ricner Bellegarde,4.0
20814.0,Sebastiaan Bornauw,4.0
20837.0,Marko Lešković,0.0
20879.0,Mounaim El Idrissy,4.0
20947.0,Atakan Karazor,4.0
21026.0,Pape Gueye,4.0
21217.0,Himad Abdelli,4.0
21261.0,Jonas Older Wind,4.0
21405.0,Branco van den Boomen,4.0
21736.0,Zakaria Aboukhlal,4.0
22067.0,Woo-Yeong Jeong,5.0
22072.0,Khéphren Thuram-Ulien,4.0
22097.0,Randal Kolo Muani,0.0
22098.0,Azor Matusiwa,0.0
22111.0,Dennis Appiah,0.0
22137.0,Yohann Magnin,4.0
22148.0,Bafodé Diakité,4.0
22203.0,Luan Peres Petroni,4.0
22343.0,Angel Gomes,4.0
22600.0,Lucas Tolentino Coelho de Lima,4.0
22911.0,Zakaria Diallo,2.0
23252.0,Mihailo Ristić,0.0
23331.0,Boubakar Kouyate,0.0
23351.0,Keven Schlotterbeck,0.0
23374.0,Jubal Rocha Mendes Junior,0.0
23402.0,Leandro Barreiro Martins,4.0
23498.0,Gonçalo Mendes Paciencia,4.0
23527.0,Junya Ito,4.0
23614.0,Chris Führich,4.0
23632.0,Leo Leroy,4.0
23640.0,Jonathan David,0.0
23643.0,Brecht Dejaegere,4.0
23650.0,Jeremy Doku,2.0
23922.0,Maxime Busi,4.0
24035.0,Álvaro Vázquez García,4.0
24118.0,Nico Schlotterbeck,0.0
24179.0,Olivier Deman,4.0
24243.0,Brenden Aaronson,4.0
24268.0,Ariday Cabrera Suárez,0.0
24303.0,Joni Ensio Kauko,4.0
24532.0,Jens Stage,4.0
24665.0,Vivaldo Borges dos Santos Neto,4.0
24702.0,Rasmus Nicolaisen,0.0
24806.0,Mohamed Camara,4.0
24815.0,Théo Sainte-Luce,4.0
24845.0,Finn Ole Becker,4.0
24849.0,Mikkel Kaufmann,0.0
24860.0,Héctor Rodas Ramírez,0.0
24901.0,Ismaël Chester Diallo,4.0
24909.0,Moreto Moro Cassamã,0.0
24946.0,Sacha Boey,4.0
24947.0,Kevin Sessa,5.0
24959.0,Enzo Le Fée,4.0
25039.0,Nathan Ngoumou Minpole,0.0
25040.0,Kouadio Emmanuel Koné,4.0
25100.0,Jean Lucas de Souza Oliveira,5.0
25118.0,Iago Amaral Borduchi,4.0
25142.0,Bruno Guimarães Rodriguez Moura,4.0
25153.0,Matheus Soares Thuler,4.0
25295.0,Caio Henrique Oliveira Silva,0.0
26063.0,Jens-Lys Michel Cajuste,4.0
26186.0,Bartholomew Owogbalor Ogbeche,4.0
26304.0,Adrián Nicolás Luna Retamar,4.0
26565.0,Bruno Edgar Silva Almeida,4.0
26571.0,Alberto Noguera Ripoll,4.0
26675.0,João Victor de Albuquerque Bruno,4.0
26754.0,Eduardo Bedia Peláez,0.0
27116.0,Alan Henrique Costa,0.0
27133.0,Odilon Kossonou,0.0
27473.0,Deiver Andrés Machado Mena,4.0
28239.0,Adam Hložek,0.0
